,date,activity,gender,number,x_axis,y_axis,z_axis,axis_avg
365,2011-12-05-09-45-47,standup_chair,f,1,14.0,40.0,34.0,29.333333333333332
366,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
367,2011-12-05-09-45-47,standup_chair,f,1,13.0,41.0,34.0,29.333333333333332
368,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,35.0,29.0
369,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
370,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,35.0,29.0
371,2011-12-05-09-45-47,standup_chair,f,1,11.0,39.0,35.0,28.333333333333332
372,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
373,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
374,2011-12-05-09-45-47,standup_chair,f,1,12.0,41.0,34.0,29.0
375,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
376,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
377,2011-12-05-09-45-47,standup_chair,f,1,13.0,41.0,35.0,29.666666666666668
378,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,33.0,28.666666666666668
379,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
380,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
381,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,35.0,29.333333333333332
382,2011-12-05-09-45-47,standup_chair,f,1,14.0,39.0,34.0,29.0
383,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,33.0,28.333333333333332
384,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
385,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
386,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,35.0,29.0
387,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,35.0,29.333333333333332
388,2011-12-05-09-45-47,standup_chair,f,1,12.0,39.0,34.0,28.333333333333332
389,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
390,2011-12-05-09-45-47,standup_chair,f,1,12.0,40.0,34.0,28.666666666666668
391,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
392,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
393,2011-12-05-09-45-47,standup_chair,f,1,12.0,41.0,34.0,29.0
394,2011-12-05-09-45-47,standup_chair,f,1,12.0,40.0,34.0,28.666666666666668
395,2011-12-05-09-45-47,standup_chair,f,1,12.0,40.0,34.0,28.666666666666668
396,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
397,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,33.0,28.666666666666668
398,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
399,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
400,2011-12-05-09-45-47,standup_chair,f,1,11.0,40.0,35.0,28.666666666666668
401,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,33.0,28.333333333333332
402,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,33.0,28.666666666666668
403,2011-12-05-09-45-47,standup_chair,f,1,14.0,39.0,34.0,29.0
404,2011-12-05-09-45-47,standup_chair,f,1,14.0,39.0,34.0,29.0
405,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,35.0,29.0
406,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
407,2011-12-05-09-45-47,standup_chair,f,1,12.0,40.0,34.0,28.666666666666668
408,2011-12-05-09-45-47,standup_chair,f,1,14.0,40.0,34.0,29.333333333333332
409,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,33.0,28.666666666666668
410,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
411,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
412,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
413,2011-12-05-09-45-47,standup_chair,f,1,12.0,40.0,34.0,28.666666666666668
414,2011-12-05-09-45-47,standup_chair,f,1,12.0,39.0,33.0,28.0
415,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
416,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,33.0,28.333333333333332
417,2011-12-05-09-45-47,standup_chair,f,1,12.0,40.0,35.0,29.0
418,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
419,2011-12-05-09-45-47,standup_chair,f,1,12.0,39.0,34.0,28.333333333333332
420,2011-12-05-09-45-47,standup_chair,f,1,12.0,39.0,34.0,28.333333333333332
421,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
422,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,33.0,28.333333333333332
423,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
424,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,35.0,29.0
425,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
426,2011-12-05-09-45-47,standup_chair,f,1,12.0,41.0,33.0,28.666666666666668
427,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,33.0,28.666666666666668
428,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
429,2011-12-05-09-45-47,standup_chair,f,1,12.0,39.0,34.0,28.333333333333332
430,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
431,2011-12-05-09-45-47,standup_chair,f,1,12.0,39.0,34.0,28.333333333333332
432,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
433,2011-12-05-09-45-47,standup_chair,f,1,12.0,40.0,34.0,28.666666666666668
434,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
435,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
436,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
437,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
438,2011-12-05-09-45-47,standup_chair,f,1,12.0,40.0,34.0,28.666666666666668
439,2011-12-05-09-45-47,standup_chair,f,1,12.0,39.0,34.0,28.333333333333332
440,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
441,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
442,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
443,2011-12-05-09-45-47,standup_chair,f,1,12.0,39.0,35.0,28.666666666666668
444,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
445,2011-12-05-09-45-47,standup_chair,f,1,13.0,41.0,34.0,29.333333333333332
446,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,35.0,29.0
447,2011-12-05-09-45-47,standup_chair,f,1,13.0,41.0,34.0,29.333333333333332
448,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,33.0,28.333333333333332
449,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,33.0,28.333333333333332
450,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,35.0,29.0
451,2011-12-05-09-45-47,standup_chair,f,1,15.0,39.0,34.0,29.333333333333332
452,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
453,2011-12-05-09-45-47,standup_chair,f,1,12.0,39.0,34.0,28.333333333333332
454,2011-12-05-09-45-47,standup_chair,f,1,12.0,40.0,35.0,29.0
455,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
456,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
457,2011-12-05-09-45-47,standup_chair,f,1,12.0,38.0,34.0,28.0
458,2011-12-05-09-45-47,standup_chair,f,1,13.0,38.0,35.0,28.666666666666668
459,2011-12-05-09-45-47,standup_chair,f,1,14.0,39.0,33.0,28.666666666666668
460,2011-12-05-09-45-47,standup_chair,f,1,12.0,39.0,34.0,28.333333333333332
461,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,34.0,28.666666666666668
462,2011-12-05-09-45-47,standup_chair,f,1,13.0,39.0,33.0,28.333333333333332
463,2011-12-05-09-45-47,standup_chair,f,1,12.0,39.0,34.0,28.333333333333332
464,2011-12-05-09-45-47,standup_chair,f,1,12.0,40.0,33.0,28.333333333333332
465,2011-12-05-09-45-47,standup_chair,f,1,13.0,40.0,34.0,29.0
466,2011-12-05-09-45-47,standup_chair,f,1,12.0,38.0,34.0,28.0
467,2011-12-05-09-45-47,standup_chair,f,1,13.0,38.0,34.0,28.333333333333332
468,2011-12-05-09-45-47,standup_chair,f,1,13.0,37.0,33.0,27.666666666666668
469,2011-12-05-09-45-47,standup_chair,f,1,12.0,38.0,32.0,27.333333333333332
470,2011-12-05-09-45-47,standup_chair,f,1,12.0,38.0,34.0,28.0
471,2011-12-05-09-45-47,standup_chair,f,1,12.0,37.0,33.0,27.333333333333332
472,2011-12-05-09-45-47,standup_chair,f,1,13.0,36.0,34.0,27.666666666666668
473,2011-12-05-09-45-47,standup_chair,f,1,13.0,36.0,34.0,27.666666666666668
474,2011-12-05-09-45-47,standup_chair,f,1,12.0,37.0,33.0,27.333333333333332
475,2011-12-05-09-45-47,standup_chair,f,1,11.0,37.0,33.0,27.0
476,2011-12-05-09-45-47,standup_chair,f,1,12.0,36.0,32.0,26.666666666666668
477,2011-12-05-09-45-47,standup_chair,f,1,12.0,36.0,33.0,27.0
478,2011-12-05-09-45-47,standup_chair,f,1,13.0,35.0,33.0,27.0
479,2011-12-05-09-45-47,standup_chair,f,1,11.0,35.0,32.0,26.0
480,2011-12-05-09-45-47,standup_chair,f,1,13.0,35.0,32.0,26.666666666666668
481,2011-12-05-09-45-47,standup_chair,f,1,13.0,34.0,32.0,26.333333333333332
482,2011-12-05-09-45-47,standup_chair,f,1,12.0,34.0,31.0,25.666666666666668
483,2011-12-05-09-45-47,standup_chair,f,1,11.0,35.0,33.0,26.333333333333332
484,2011-12-05-09-45-47,standup_chair,f,1,11.0,35.0,33.0,26.333333333333332
485,2011-12-05-09-45-47,standup_chair,f,1,12.0,37.0,33.0,27.333333333333332
486,2011-12-05-09-45-47,standup_chair,f,1,13.0,37.0,32.0,27.333333333333332
487,2011-12-05-09-45-47,standup_chair,f,1,11.0,36.0,32.0,26.333333333333332
488,2011-12-05-09-45-47,standup_chair,f,1,11.0,35.0,32.0,26.0
489,2011-12-05-09-45-47,standup_chair,f,1,11.0,36.0,33.0,26.666666666666668
490,2011-12-05-09-45-47,standup_chair,f,1,12.0,35.0,32.0,26.333333333333332
491,2011-12-05-09-45-47,standup_chair,f,1,13.0,35.0,32.0,26.666666666666668
492,2011-12-05-09-45-47,standup_chair,f,1,12.0,35.0,34.0,27.0
493,2011-12-05-09-45-47,standup_chair,f,1,13.0,36.0,33.0,27.333333333333332
494,2011-12-05-09-45-47,standup_chair,f,1,12.0,35.0,32.0,26.333333333333332
495,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,31.0,25.333333333333332
496,2011-12-05-09-45-47,standup_chair,f,1,11.0,32.0,31.0,24.666666666666668
497,2011-12-05-09-45-47,standup_chair,f,1,12.0,32.0,31.0,25.0
498,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,32.0,25.666666666666668
499,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,32.0,25.666666666666668
500,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,32.0,25.666666666666668
501,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,31.0,25.333333333333332
502,2011-12-05-09-45-47,standup_chair,f,1,12.0,34.0,32.0,26.0
503,2011-12-05-09-45-47,standup_chair,f,1,13.0,35.0,31.0,26.333333333333332
504,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,32.0,25.666666666666668
505,2011-12-05-09-45-47,standup_chair,f,1,12.0,34.0,32.0,26.0
506,2011-12-05-09-45-47,standup_chair,f,1,11.0,34.0,32.0,25.666666666666668
507,2011-12-05-09-45-47,standup_chair,f,1,11.0,33.0,32.0,25.333333333333332
508,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,32.0,25.666666666666668
509,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,32.0,25.666666666666668
510,2011-12-05-09-45-47,standup_chair,f,1,13.0,33.0,31.0,25.666666666666668
511,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,32.0,25.666666666666668
512,2011-12-05-09-45-47,standup_chair,f,1,11.0,32.0,31.0,24.666666666666668
513,2011-12-05-09-45-47,standup_chair,f,1,11.0,33.0,30.0,24.666666666666668
514,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,31.0,25.333333333333332
515,2011-12-05-09-45-47,standup_chair,f,1,12.0,32.0,31.0,25.0
516,2011-12-05-09-45-47,standup_chair,f,1,12.0,32.0,31.0,25.0
517,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,31.0,25.333333333333332
518,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,32.0,25.666666666666668
519,2011-12-05-09-45-47,standup_chair,f,1,11.0,32.0,31.0,24.666666666666668
520,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,31.0,25.333333333333332
521,2011-12-05-09-45-47,standup_chair,f,1,12.0,34.0,32.0,26.0
522,2011-12-05-09-45-47,standup_chair,f,1,12.0,34.0,31.0,25.666666666666668
523,2011-12-05-09-45-47,standup_chair,f,1,12.0,33.0,31.0,25.333333333333332
524,2011-12-05-09-45-47,standup_chair,f,1,12.0,34.0,32.0,26.0
525,2011-12-05-09-45-47,standup_chair,f,1,12.0,34.0,31.0,25.666666666666668
0,2011-04-11-11-54-10,use_telephone,f,1,27.0,39.0,49.0,38.333333333333336
1,2011-04-11-11-54-10,use_telephone,f,1,27.0,39.0,49.0,38.333333333333336
2,2011-04-11-11-54-10,use_telephone,f,1,27.0,33.0,32.0,30.666666666666668
3,2011-04-11-11-54-10,use_telephone,f,1,29.0,39.0,50.0,39.333333333333336
4,2011-04-11-11-54-10,use_telephone,f,1,29.0,39.0,50.0,39.333333333333336
5,2011-04-11-11-54-10,use_telephone,f,1,28.0,39.0,51.0,39.333333333333336
6,2011-04-11-11-54-10,use_telephone,f,1,29.0,38.0,50.0,39.0
7,2011-04-11-11-54-10,use_telephone,f,1,28.0,39.0,51.0,39.333333333333336
8,2011-04-11-11-54-10,use_telephone,f,1,29.0,39.0,51.0,39.666666666666664
9,2011-04-11-11-54-10,use_telephone,f,1,28.0,39.0,52.0,39.666666666666664
10,2011-04-11-11-54-10,use_telephone,f,1,29.0,39.0,52.0,40.0
11,2011-04-11-11-54-10,use_telephone,f,1,29.0,39.0,52.0,40.0
12,2011-04-11-11-54-10,use_telephone,f,1,28.0,39.0,52.0,39.666666666666664
13,2011-04-11-11-54-10,use_telephone,f,1,29.0,38.0,52.0,39.666666666666664
14,2011-04-11-11-54-10,use_telephone,f,1,28.0,39.0,52.0,39.666666666666664
15,2011-04-11-11-54-10,use_telephone,f,1,28.0,38.0,52.0,39.333333333333336
16,2011-04-11-11-54-10,use_telephone,f,1,29.0,40.0,52.0,40.333333333333336
17,2011-04-11-11-54-10,use_telephone,f,1,29.0,38.0,52.0,39.666666666666664
18,2011-04-11-11-54-10,use_telephone,f,1,30.0,38.0,51.0,39.666666666666664
19,2011-04-11-11-54-10,use_telephone,f,1,29.0,38.0,50.0,39.0
20,2011-04-11-11-54-10,use_telephone,f,1,29.0,38.0,51.0,39.333333333333336
21,2011-04-11-11-54-10,use_telephone,f,1,29.0,40.0,51.0,40.0
22,2011-04-11-11-54-10,use_telephone,f,1,29.0,38.0,51.0,39.333333333333336
23,2011-04-11-11-54-10,use_telephone,f,1,29.0,37.0,51.0,39.0
24,2011-04-11-11-54-10,use_telephone,f,1,29.0,36.0,53.0,39.333333333333336
25,2011-04-11-11-54-10,use_telephone,f,1,29.0,38.0,52.0,39.666666666666664
26,2011-04-11-11-54-10,use_telephone,f,1,28.0,38.0,51.0,39.0
27,2011-04-11-11-54-10,use_telephone,f,1,28.0,38.0,52.0,39.333333333333336
28,2011-04-11-11-54-10,use_telephone,f,1,29.0,38.0,52.0,39.666666666666664
29,2011-04-11-11-54-10,use_telephone,f,1,28.0,37.0,52.0,39.0
30,2011-04-11-11-54-10,use_telephone,f,1,29.0,38.0,51.0,39.333333333333336
31,2011-04-11-11-54-10,use_telephone,f,1,28.0,38.0,52.0,39.333333333333336
32,2011-04-11-11-54-10,use_telephone,f,1,28.0,37.0,52.0,39.0
33,2011-04-11-11-54-10,use_telephone,f,1,27.0,38.0,53.0,39.333333333333336
34,2011-04-11-11-54-10,use_telephone,f,1,27.0,38.0,54.0,39.666666666666664
35,2011-04-11-11-54-10,use_telephone,f,1,29.0,36.0,56.0,40.333333333333336
36,2011-04-11-11-54-10,use_telephone,f,1,26.0,36.0,55.0,39.0
37,2011-04-11-11-54-10,use_telephone,f,1,27.0,37.0,53.0,39.0
38,2011-04-11-11-54-10,use_telephone,f,1,25.0,39.0,53.0,39.0
39,2011-04-11-11-54-10,use_telephone,f,1,24.0,40.0,51.0,38.333333333333336
40,2011-04-11-11-54-10,use_telephone,f,1,25.0,41.0,49.0,38.333333333333336
41,2011-04-11-11-54-10,use_telephone,f,1,26.0,40.0,50.0,38.666666666666664
42,2011-04-11-11-54-10,use_telephone,f,1,28.0,48.0,48.0,41.333333333333336
43,2011-04-11-11-54-10,use_telephone,f,1,30.0,50.0,46.0,42.0
44,2011-04-11-11-54-10,use_telephone,f,1,35.0,49.0,48.0,44.0
45,2011-04-11-11-54-10,use_telephone,f,1,37.0,44.0,48.0,43.0
46,2011-04-11-11-54-10,use_telephone,f,1,39.0,44.0,46.0,43.0
47,2011-04-11-11-54-10,use_telephone,f,1,42.0,43.0,45.0,43.333333333333336
48,2011-04-11-11-54-10,use_telephone,f,1,44.0,43.0,44.0,43.666666666666664
49,2011-04-11-11-54-10,use_telephone,f,1,46.0,39.0,44.0,43.0
50,2011-04-11-11-54-10,use_telephone,f,1,45.0,41.0,43.0,43.0
51,2011-04-11-11-54-10,use_telephone,f,1,46.0,38.0,42.0,42.0
52,2011-04-11-11-54-10,use_telephone,f,1,48.0,37.0,43.0,42.666666666666664
53,2011-04-11-11-54-10,use_telephone,f,1,44.0,36.0,44.0,41.333333333333336
54,2011-04-11-11-54-10,use_telephone,f,1,45.0,33.0,45.0,41.0
55,2011-04-11-11-54-10,use_telephone,f,1,46.0,34.0,46.0,42.0
56,2011-04-11-11-54-10,use_telephone,f,1,46.0,31.0,47.0,41.333333333333336
57,2011-04-11-11-54-10,use_telephone,f,1,47.0,31.0,50.0,42.666666666666664
58,2011-04-11-11-54-10,use_telephone,f,1,47.0,29.0,51.0,42.333333333333336
59,2011-04-11-11-54-10,use_telephone,f,1,46.0,29.0,51.0,42.0
60,2011-04-11-11-54-10,use_telephone,f,1,47.0,31.0,49.0,42.333333333333336
61,2011-04-11-11-54-10,use_telephone,f,1,48.0,31.0,50.0,43.0
62,2011-04-11-11-54-10,use_telephone,f,1,47.0,29.0,51.0,42.333333333333336
63,2011-04-11-11-54-10,use_telephone,f,1,46.0,28.0,49.0,41.0
64,2011-04-11-11-54-10,use_telephone,f,1,47.0,30.0,50.0,42.333333333333336
65,2011-04-11-11-54-10,use_telephone,f,1,47.0,28.0,49.0,41.333333333333336
66,2011-04-11-11-54-10,use_telephone,f,1,46.0,30.0,46.0,40.666666666666664
67,2011-04-11-11-54-10,use_telephone,f,1,46.0,27.0,49.0,40.666666666666664
68,2011-04-11-11-54-10,use_telephone,f,1,45.0,28.0,47.0,40.0
69,2011-04-11-11-54-10,use_telephone,f,1,45.0,28.0,45.0,39.333333333333336
70,2011-04-11-11-54-10,use_telephone,f,1,45.0,29.0,46.0,40.0
71,2011-04-11-11-54-10,use_telephone,f,1,45.0,28.0,45.0,39.333333333333336
72,2011-04-11-11-54-10,use_telephone,f,1,44.0,27.0,46.0,39.0
73,2011-04-11-11-54-10,use_telephone,f,1,46.0,27.0,47.0,40.0
74,2011-04-11-11-54-10,use_telephone,f,1,46.0,27.0,48.0,40.333333333333336
75,2011-04-11-11-54-10,use_telephone,f,1,46.0,28.0,48.0,40.666666666666664
76,2011-04-11-11-54-10,use_telephone,f,1,46.0,29.0,48.0,41.0
77,2011-04-11-11-54-10,use_telephone,f,1,44.0,28.0,47.0,39.666666666666664
78,2011-04-11-11-54-10,use_telephone,f,1,45.0,29.0,48.0,40.666666666666664
79,2011-04-11-11-54-10,use_telephone,f,1,46.0,29.0,47.0,40.666666666666664
80,2011-04-11-11-54-10,use_telephone,f,1,45.0,27.0,47.0,39.666666666666664
81,2011-04-11-11-54-10,use_telephone,f,1,44.0,29.0,47.0,40.0
82,2011-04-11-11-54-10,use_telephone,f,1,44.0,29.0,48.0,40.333333333333336
83,2011-04-11-11-54-10,use_telephone,f,1,45.0,28.0,47.0,40.0
84,2011-04-11-11-54-10,use_telephone,f,1,45.0,28.0,48.0,40.333333333333336
85,2011-04-11-11-54-10,use_telephone,f,1,46.0,29.0,48.0,41.0
86,2011-04-11-11-54-10,use_telephone,f,1,45.0,29.0,48.0,40.666666666666664
87,2011-04-11-11-54-10,use_telephone,f,1,45.0,28.0,49.0,40.666666666666664
88,2011-04-11-11-54-10,use_telephone,f,1,45.0,28.0,49.0,40.666666666666664
89,2011-04-11-11-54-10,use_telephone,f,1,45.0,27.0,48.0,40.0
90,2011-04-11-11-54-10,use_telephone,f,1,46.0,28.0,49.0,41.0
91,2011-04-11-11-54-10,use_telephone,f,1,45.0,28.0,48.0,40.333333333333336
92,2011-04-11-11-54-10,use_telephone,f,1,45.0,27.0,49.0,40.333333333333336
93,2011-04-11-11-54-10,use_telephone,f,1,44.0,27.0,49.0,40.0
94,2011-04-11-11-54-10,use_telephone,f,1,44.0,28.0,49.0,40.333333333333336
95,2011-04-11-11-54-10,use_telephone,f,1,44.0,27.0,49.0,40.0
96,2011-04-11-11-54-10,use_telephone,f,1,45.0,27.0,49.0,40.333333333333336
97,2011-04-11-11-54-10,use_telephone,f,1,44.0,27.0,48.0,39.666666666666664
98,2011-04-11-11-54-10,use_telephone,f,1,44.0,25.0,49.0,39.333333333333336
99,2011-04-11-11-54-10,use_telephone,f,1,44.0,25.0,49.0,39.333333333333336
100,2011-04-11-11-54-10,use_telephone,f,1,44.0,26.0,50.0,40.0
101,2011-04-11-11-54-10,use_telephone,f,1,42.0,26.0,50.0,39.333333333333336
102,2011-04-11-11-54-10,use_telephone,f,1,42.0,27.0,48.0,39.0
103,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,48.0,39.666666666666664
104,2011-04-11-11-54-10,use_telephone,f,1,42.0,28.0,48.0,39.333333333333336
105,2011-04-11-11-54-10,use_telephone,f,1,43.0,25.0,49.0,39.0
106,2011-04-11-11-54-10,use_telephone,f,1,41.0,26.0,49.0,38.666666666666664
107,2011-04-11-11-54-10,use_telephone,f,1,42.0,27.0,48.0,39.0
108,2011-04-11-11-54-10,use_telephone,f,1,42.0,27.0,49.0,39.333333333333336
109,2011-04-11-11-54-10,use_telephone,f,1,42.0,27.0,49.0,39.333333333333336
110,2011-04-11-11-54-10,use_telephone,f,1,42.0,26.0,49.0,39.0
111,2011-04-11-11-54-10,use_telephone,f,1,44.0,26.0,48.0,39.333333333333336
112,2011-04-11-11-54-10,use_telephone,f,1,45.0,27.0,49.0,40.333333333333336
113,2011-04-11-11-54-10,use_telephone,f,1,44.0,27.0,52.0,41.0
114,2011-04-11-11-54-10,use_telephone,f,1,43.0,27.0,50.0,40.0
115,2011-04-11-11-54-10,use_telephone,f,1,42.0,27.0,49.0,39.333333333333336
116,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,49.0,40.0
117,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,48.0,39.666666666666664
118,2011-04-11-11-54-10,use_telephone,f,1,44.0,26.0,49.0,39.666666666666664
119,2011-04-11-11-54-10,use_telephone,f,1,43.0,26.0,49.0,39.333333333333336
120,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,49.0,40.0
121,2011-04-11-11-54-10,use_telephone,f,1,43.0,26.0,49.0,39.333333333333336
122,2011-04-11-11-54-10,use_telephone,f,1,43.0,27.0,50.0,40.0
123,2011-04-11-11-54-10,use_telephone,f,1,41.0,26.0,48.0,38.333333333333336
124,2011-04-11-11-54-10,use_telephone,f,1,43.0,26.0,49.0,39.333333333333336
125,2011-04-11-11-54-10,use_telephone,f,1,44.0,28.0,50.0,40.666666666666664
126,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,49.0,40.0
127,2011-04-11-11-54-10,use_telephone,f,1,42.0,27.0,49.0,39.333333333333336
128,2011-04-11-11-54-10,use_telephone,f,1,42.0,27.0,50.0,39.666666666666664
129,2011-04-11-11-54-10,use_telephone,f,1,42.0,28.0,50.0,40.0
130,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,49.0,40.0
131,2011-04-11-11-54-10,use_telephone,f,1,42.0,27.0,48.0,39.0
132,2011-04-11-11-54-10,use_telephone,f,1,41.0,28.0,49.0,39.333333333333336
133,2011-04-11-11-54-10,use_telephone,f,1,42.0,28.0,50.0,40.0
134,2011-04-11-11-54-10,use_telephone,f,1,44.0,27.0,51.0,40.666666666666664
135,2011-04-11-11-54-10,use_telephone,f,1,42.0,30.0,52.0,41.333333333333336
136,2011-04-11-11-54-10,use_telephone,f,1,42.0,30.0,51.0,41.0
137,2011-04-11-11-54-10,use_telephone,f,1,42.0,30.0,51.0,41.0
138,2011-04-11-11-54-10,use_telephone,f,1,42.0,30.0,50.0,40.666666666666664
139,2011-04-11-11-54-10,use_telephone,f,1,41.0,29.0,51.0,40.333333333333336
140,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,49.0,40.0
141,2011-04-11-11-54-10,use_telephone,f,1,41.0,29.0,50.0,40.0
142,2011-04-11-11-54-10,use_telephone,f,1,42.0,31.0,50.0,41.0
143,2011-04-11-11-54-10,use_telephone,f,1,43.0,30.0,51.0,41.333333333333336
144,2011-04-11-11-54-10,use_telephone,f,1,42.0,29.0,51.0,40.666666666666664
145,2011-04-11-11-54-10,use_telephone,f,1,42.0,29.0,50.0,40.333333333333336
146,2011-04-11-11-54-10,use_telephone,f,1,42.0,27.0,50.0,39.666666666666664
147,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,50.0,40.333333333333336
148,2011-04-11-11-54-10,use_telephone,f,1,42.0,28.0,50.0,40.0
149,2011-04-11-11-54-10,use_telephone,f,1,42.0,28.0,49.0,39.666666666666664
150,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,50.0,40.333333333333336
151,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,50.0,40.333333333333336
152,2011-04-11-11-54-10,use_telephone,f,1,43.0,27.0,49.0,39.666666666666664
153,2011-04-11-11-54-10,use_telephone,f,1,42.0,28.0,50.0,40.0
154,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,50.0,40.333333333333336
155,2011-04-11-11-54-10,use_telephone,f,1,43.0,28.0,51.0,40.666666666666664
156,2011-04-11-11-54-10,use_telephone,f,1,42.0,27.0,50.0,39.666666666666664
157,2011-04-11-11-54-10,use_telephone,f,1,42.0,28.0,49.0,39.666666666666664
